"Imbalance settlement period (CET/CEST)","+ Imbalance Price [EUR/MWh] - SCA|FR","+ Scarcity [EUR/MWh] - SCA|FR","+ Incentive [EUR/MWh] - SCA|FR","+ Financial Neutrality [EUR/MWh] - SCA|FR","- Imbalance Price [EUR/MWh] - SCA|FR","- Scarcity [EUR/MWh] - SCA|FR","- Incentive [EUR/MWh] - SCA|FR","- Financial Neutrality [EUR/MWh] - SCA|FR","Currency","Status","Total Imbalance [MWh] - SCA|FR","Difference","Situation","Status"
"24.05.2022 01:00 - 24.05.2022 01:30","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","EUR","N/A","N/A","N/A","N/A","N/A"
"24.05.2022 01:30 - 24.05.2022 02:00","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","EUR","N/A","N/A","N/A","N/A","N/A"
"24.05.2022 02:00 - 24.05.2022 02:30","160.54","","","","177.44","","","","EUR","Estimated","514","","Deficit","Final"
"24.05.2022 02:30 - 24.05.2022 03:00","155.78","","","","172.18","","","","EUR","Estimated","35","","Deficit","Final"
"24.05.2022 03:00 - 24.05.2022 03:30","144.58","","","","159.80","","","","EUR","Estimated","228","","Deficit","Final"
"24.05.2022 03:30 - 24.05.2022 04:00","137.64","","","","152.12","","","","EUR","Estimated","58","","Surplus","Final"
"24.05.2022 04:00 - 24.05.2022 04:30","216.51","","","","239.30","","","","EUR","Estimated","327","","Deficit","Final"
"24.05.2022 04:30 - 24.05.2022 05:00","218.40","","","","241.38","","","","EUR","Estimated","274","","Deficit","Final"
"24.05.2022 05:00 - 24.05.2022 05:30","139.74","","","","154.44","","","","EUR","Estimated","178","","Surplus","Final"
"24.05.2022 05:30 - 24.05.2022 06:00","148.15","","","","163.75","","","","EUR","Estimated","69","","Deficit","Final"
"24.05.2022 06:00 - 24.05.2022 06:30","233.40","","","","257.96","","","","EUR","Estimated","169","","Deficit","Final"
"24.05.2022 06:30 - 24.05.2022 07:00","268.74","","","","297.02","","","","EUR","Estimated","360","","Deficit","Final"
"24.05.2022 07:00 - 24.05.2022 07:30","163.08","","","","180.24","","","","EUR","Estimated","151","","Surplus","Final"
"24.05.2022 07:30 - 24.05.2022 08:00","283.81","","","","313.69","","","","EUR","Estimated","280","","Deficit","Final"
"24.05.2022 08:00 - 24.05.2022 08:30","201.40","","","","222.60","","","","EUR","Estimated","344","","Surplus","Final"
"24.05.2022 08:30 - 24.05.2022 09:00","187.83","","","","207.61","","","","EUR","Estimated","376","","Surplus","Final"
"24.05.2022 09:00 - 24.05.2022 09:30","183.35","","","","202.65","","","","EUR","Estimated","285","","Surplus","Final"
"24.05.2022 09:30 - 24.05.2022 10:00","144.93","","","","160.19","","","","EUR","Estimated","628","","Surplus","Final"
"24.05.2022 10:00 - 24.05.2022 10:30","146.09","","","","161.47","","","","EUR","Estimated","723","","Surplus","Final"
"24.05.2022 10:30 - 24.05.2022 11:00","111.96","","","","123.74","","","","EUR","Estimated","989","","Surplus","Final"
"24.05.2022 11:00 - 24.05.2022 11:30","116.44","","","","128.70","","","","EUR","Estimated","494","","Surplus","Final"
"24.05.2022 11:30 - 24.05.2022 12:00","163.45","","","","180.65","","","","EUR","Estimated","653","","Surplus","Final"
"24.05.2022 12:00 - 24.05.2022 12:30","153.30","","","","169.44","","","","EUR","Estimated","669","","Surplus","Final"
"24.05.2022 12:30 - 24.05.2022 13:00","150.77","","","","166.65","","","","EUR","Estimated","479","","Surplus","Final"
"24.05.2022 13:00 - 24.05.2022 13:30","170.25","","","","188.17","","","","EUR","Estimated","25","","Surplus","Final"
"24.05.2022 13:30 - 24.05.2022 14:00","170.13","","","","188.03","","","","EUR","Estimated","39","","Surplus","Final"
"24.05.2022 14:00 - 24.05.2022 14:30","143.22","","","","158.30","","","","EUR","Estimated","338","","Surplus","Final"
"24.05.2022 14:30 - 24.05.2022 15:00","145.29","","","","160.59","","","","EUR","Estimated","633","","Surplus","Final"
"24.05.2022 15:00 - 24.05.2022 15:30","119.42","","","","132.00","","","","EUR","Estimated","157","","Surplus","Final"
"24.05.2022 15:30 - 24.05.2022 16:00","115.23","","","","127.35","","","","EUR","Estimated","67","","Surplus","Final"
"24.05.2022 16:00 - 24.05.2022 16:30","131.94","","","","145.82","","","","EUR","Estimated","119","","Surplus","Final"
"24.05.2022 16:30 - 24.05.2022 17:00","154.35","","","","170.59","","","","EUR","Estimated","64","","Deficit","Final"
"24.05.2022 17:00 - 24.05.2022 17:30","123.54","","","","136.54","","","","EUR","Estimated","404","","Surplus","Final"
"24.05.2022 17:30 - 24.05.2022 18:00","155.94","","","","172.36","","","","EUR","Estimated","18","","Surplus","Final"
"24.05.2022 18:00 - 24.05.2022 18:30","128.01","","","","141.49","","","","EUR","Estimated","784","","Surplus","Final"
"24.05.2022 18:30 - 24.05.2022 19:00","175.28","","","","193.73","","","","EUR","Estimated","169","","Surplus","Final"
"24.05.2022 19:00 - 24.05.2022 19:30","132.68","","","","146.64","","","","EUR","Estimated","213","","Surplus","Final"
"24.05.2022 19:30 - 24.05.2022 20:00","164.52","","","","181.84","","","","EUR","Estimated","49","","Surplus","Final"
"24.05.2022 20:00 - 24.05.2022 20:30","225.04","","","","248.72","","","","EUR","Estimated","324","","Deficit","Final"
"24.05.2022 20:30 - 24.05.2022 21:00","236.26","","","","261.12","","","","EUR","Estimated","194","","Deficit","Final"
"24.05.2022 21:00 - 24.05.2022 21:30","242.19","","","","267.69","","","","EUR","Estimated","368","","Deficit","Final"
"24.05.2022 21:30 - 24.05.2022 22:00","283.81","","","","313.69","","","","EUR","Estimated","44","","Deficit","Final"
"24.05.2022 22:00 - 24.05.2022 22:30","201.31","","","","222.51","","","","EUR","Estimated","86","","Surplus","Final"
"24.05.2022 22:30 - 24.05.2022 23:00","201.31","","","","222.51","","","","EUR","Estimated","91","","Surplus","Final"
"24.05.2022 23:00 - 24.05.2022 23:30","180.16","","","","199.12","","","","EUR","Estimated","15","","Surplus","Final"
"24.05.2022 23:30 - 25.05.2022 00:00","144.69","","","","159.92","","","","EUR","Estimated","569","","Surplus","Final"
"25.05.2022 00:00 - 25.05.2022 00:30","180.31","","","","199.29","","","","EUR","Estimated","49","","Surplus","Final"
"25.05.2022 00:30 - 25.05.2022 01:00","182.48","","","","201.68","","","","EUR","Estimated","746","","Surplus","Final"
"25.05.2022 01:00 - 25.05.2022 01:30","177.56","","","","196.25","","","","EUR","Estimated","554","","Surplus","Final"
"25.05.2022 01:30 - 25.05.2022 02:00","162.42","","","","179.52","","","","EUR","Estimated","655","","Surplus","Final"
"25.05.2022 02:00 - 25.05.2022 02:30","170.25","","","","188.17","","","","EUR","Estimated","326","","Surplus","Final"
"25.05.2022 02:30 - 25.05.2022 03:00","104.70","","","","115.72","","","","EUR","Estimated","648","","Surplus","Final"
"25.05.2022 03:00 - 25.05.2022 03:30","135.83","","","","150.13","","","","EUR","Estimated","388","","Surplus","Final"
"25.05.2022 03:30 - 25.05.2022 04:00","163.67","","","","180.89","","","","EUR","Estimated","552","","Surplus","Final"
"25.05.2022 04:00 - 25.05.2022 04:30","99.94","","","","110.46","","","","EUR","Estimated","674","","Surplus","Final"
"25.05.2022 04:30 - 25.05.2022 05:00","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","EUR","N/A","N/A","N/A","N/A","N/A"
"25.05.2022 05:00 - 25.05.2022 05:30","121.98","","","","134.82","","","","EUR","Estimated","778","","Surplus","Final"
"25.05.2022 05:30 - 25.05.2022 06:00","163.54","","","","180.76","","","","EUR","Estimated","682","","Surplus","Final"
"25.05.2022 06:00 - 25.05.2022 06:30","130.04","","","","143.72","","","","EUR","Estimated","550","","Surplus","Final"
"25.05.2022 06:30 - 25.05.2022 07:00","188.77","","","","208.65","","","","EUR","Estimated","109","","Surplus","Final"
"25.05.2022 07:00 - 25.05.2022 07:30","190.84","","","","210.92","","","","EUR","Estimated","283","","Surplus","Final"
"25.05.2022 07:30 - 25.05.2022 08:00","189.21","","","","209.13","","","","EUR","Estimated","42","","Surplus","Final"
"25.05.2022 08:00 - 25.05.2022 08:30","225.18","","","","248.88","","","","EUR","Estimated","127","","Deficit","Final"
"25.05.2022 08:30 - 25.05.2022 09:00","225.18","","","","248.88","","","","EUR","Estimated","124","","Surplus","Final"
"25.05.2022 09:00 - 25.05.2022 09:30","139.77","","","","154.49","","","","EUR","Estimated","687","","Surplus","Final"
"25.05.2022 09:30 - 25.05.2022 10:00","151.03","","","","166.93","","","","EUR","Estimated","913","","Surplus","Final"
"25.05.2022 10:00 - 25.05.2022 10:30","121.75","","","","134.57","","","","EUR","Estimated","642","","Surplus","Final"
"25.05.2022 10:30 - 25.05.2022 11:00","136.05","","","","150.37","","","","EUR","Estimated","884","","Surplus","Final"
"25.05.2022 11:00 - 25.05.2022 11:30","162.98","","","","180.14","","","","EUR","Estimated","505","","Surplus","Final"
"25.05.2022 11:30 - 25.05.2022 12:00","191.05","","","","211.16","","","","EUR","Estimated","517","","Surplus","Final"
"25.05.2022 12:00 - 25.05.2022 12:30","173.44","","","","191.70","","","","EUR","Estimated","208","","Surplus","Final"
"25.05.2022 12:30 - 25.05.2022 13:00","172.36","","","","190.50","","","","EUR","Estimated","11","","Surplus","Final"
"25.05.2022 13:00 - 25.05.2022 13:30","160.85","","","","177.79","","","","EUR","Estimated","217","","Surplus","Final"
"25.05.2022 13:30 - 25.05.2022 14:00","150.99","","","","166.89","","","","EUR","Estimated","539","","Surplus","Final"
"25.05.2022 14:00 - 25.05.2022 14:30","100.33","","","","110.89","","","","EUR","Estimated","485","","Surplus","Final"
"25.05.2022 14:30 - 25.05.2022 15:00","153.34","","","","169.48","","","","EUR","Estimated","788","","Surplus","Final"
"25.05.2022 15:00 - 25.05.2022 15:30","117.38","","","","129.74","","","","EUR","Estimated","790","","Surplus","Final"
"25.05.2022 15:30 - 25.05.2022 16:00","81.28","","","","89.84","","","","EUR","Estimated","935","","Surplus","Final"
"25.05.2022 16:00 - 25.05.2022 16:30","96.13","","","","106.25","","","","EUR","Estimated","973","","Surplus","Final"
"25.05.2022 16:30 - 25.05.2022 17:00","88.25","","","","97.53","","","","EUR","Estimated","992","","Surplus","Final"
"25.05.2022 17:00 - 25.05.2022 17:30","76.07","","","","84.07","","","","EUR","Estimated","903","","Surplus","Final"
"25.05.2022 17:30 - 25.05.2022 18:00","110.56","","","","122.20","","","","EUR","Estimated","158","","Surplus","Final"
"25.05.2022 18:00 - 25.05.2022 18:30","139.94","","","","154.68","","","","EUR","Estimated","575","","Surplus","Final"
"25.05.2022 18:30 - 25.05.2022 19:00","135.39","","","","149.65","","","","EUR","Estimated","249","","Surplus","Final"
"25.05.2022 19:00 - 25.05.2022 19:30","175.75","","","","194.25","","","","EUR","Estimated","258","","Surplus","Final"
"25.05.2022 19:30 - 25.05.2022 20:00","175.75","","","","194.25","","","","EUR","Estimated","141","","Surplus","Final"
"25.05.2022 20:00 - 25.05.2022 20:30","239.66","","","","264.88","","","","EUR","Estimated","18","","Deficit","Final"
"25.05.2022 20:30 - 25.05.2022 21:00","150.76","","","","166.62","","","","EUR","Estimated","422","","Surplus","Final"
"25.05.2022 21:00 - 25.05.2022 21:30","143.44","","","","158.54","","","","EUR","Estimated","301","","Surplus","Final"
"25.05.2022 21:30 - 25.05.2022 22:00","169.01","","","","186.81","","","","EUR","Estimated","490","","Surplus","Final"
"25.05.2022 22:00 - 25.05.2022 22:30","131.16","","","","144.96","","","","EUR","Estimated","210","","Surplus","Final"
"25.05.2022 22:30 - 25.05.2022 23:00","258.79","","","","286.03","","","","EUR","Estimated","127","","Deficit","Final"
"25.05.2022 23:00 - 25.05.2022 23:30","117.70","","","","130.08","","","","EUR","Estimated","4","","Surplus","Final"
"25.05.2022 23:30 - 26.05.2022 00:00","178.03","","","","196.77","","","","EUR","Estimated","202","","Surplus","Final"
"26.05.2022 00:00 - 26.05.2022 00:30","198.27","","","","219.14","","","","EUR","Estimated","73","","Deficit","Final"
"26.05.2022 00:30 - 26.05.2022 01:00","124.32","","","","137.40","","","","EUR","Estimated","111","","Surplus","Final"
"26.05.2022 01:00 - 26.05.2022 01:30","162.93","","","","180.08","","","","EUR","Estimated","413","","Deficit","Final"
"26.05.2022 01:30 - 26.05.2022 02:00","162.93","","","","180.08","","","","EUR","Estimated","443","","Deficit","Final"
"26.05.2022 02:00 - 26.05.2022 02:30","179.86","","","","198.80","","","","EUR","Estimated","905","","Deficit","Final"
"26.05.2022 02:30 - 26.05.2022 03:00","189.15","","","","209.06","","","","EUR","Estimated","513","","Deficit","Final"
"26.05.2022 03:00 - 26.05.2022 03:30","211.13","","","","233.35","","","","EUR","Estimated","549","","Deficit","Final"
"26.05.2022 03:30 - 26.05.2022 04:00","184.20","","","","203.58","","","","EUR","Estimated","479","","Deficit","Final"
"26.05.2022 04:00 - 26.05.2022 04:30","207.92","","","","229.80","","","","EUR","Estimated","541","","Deficit","Final"
"26.05.2022 04:30 - 26.05.2022 05:00","116.01","","","","128.23","","","","EUR","Estimated","388","","Deficit","Final"
"26.05.2022 05:00 - 26.05.2022 05:30","155.28","","","","171.62","","","","EUR","Estimated","491","","Deficit","Final"
"26.05.2022 05:30 - 26.05.2022 06:00","161.98","","","","179.03","","","","EUR","Estimated","191","","Deficit","Final"
"26.05.2022 06:00 - 26.05.2022 06:30","166.49","","","","184.01","","","","EUR","Estimated","350","","Deficit","Final"
"26.05.2022 06:30 - 26.05.2022 07:00","166.54","","","","184.08","","","","EUR","Estimated","367","","Deficit","Final"
"26.05.2022 07:00 - 26.05.2022 07:30","271.00","","","","299.52","","","","EUR","Estimated","398","","Deficit","Final"
"26.05.2022 07:30 - 26.05.2022 08:00","56.83","","","","62.81","","","","EUR","Estimated","427","","Deficit","Final"
"26.05.2022 08:00 - 26.05.2022 08:30","131.77","","","","145.65","","","","EUR","Estimated","305","","Surplus","Final"
"26.05.2022 08:30 - 26.05.2022 09:00","149.05","","","","164.73","","","","EUR","Estimated","363","","Surplus","Final"
"26.05.2022 09:00 - 26.05.2022 09:30","155.27","","","","171.61","","","","EUR","Estimated","166","","Surplus","Final"
"26.05.2022 09:30 - 26.05.2022 10:00","155.27","","","","171.61","","","","EUR","Estimated","108","","Deficit","Final"
"26.05.2022 10:00 - 26.05.2022 10:30","154.36","","","","170.60","","","","EUR","Estimated","188","","Deficit","Final"
"26.05.2022 10:30 - 26.05.2022 11:00","154.36","","","","170.60","","","","EUR","Estimated","301","","Deficit","Final"
"26.05.2022 11:00 - 26.05.2022 11:30","137.75","","","","152.25","","","","EUR","Estimated","2","","Surplus","Final"
"26.05.2022 11:30 - 26.05.2022 12:00","154.91","","","","171.21","","","","EUR","Estimated","210","","Deficit","Final"
"26.05.2022 12:00 - 26.05.2022 12:30","160.63","","","","177.53","","","","EUR","Estimated","415","","Deficit","Final"
"26.05.2022 12:30 - 26.05.2022 13:00","177.25","","","","195.91","","","","EUR","Estimated","727","","Deficit","Final"
"26.05.2022 13:00 - 26.05.2022 13:30","189.96","","","","209.96","","","","EUR","Estimated","1027","","Deficit","Final"
"26.05.2022 13:30 - 26.05.2022 14:00","201.54","","","","222.76","","","","EUR","Estimated","569","","Deficit","Final"
"26.05.2022 14:00 - 26.05.2022 14:30","195.44","","","","216.02","","","","EUR","Estimated","674","","Deficit","Final"
"26.05.2022 14:30 - 26.05.2022 15:00","197.27","","","","218.03","","","","EUR","Estimated","338","","Deficit","Final"
"26.05.2022 15:00 - 26.05.2022 15:30","180.58","","","","199.58","","","","EUR","Estimated","507","","Deficit","Final"
"26.05.2022 15:30 - 26.05.2022 16:00","224.27","","","","247.87","","","","EUR","Estimated","298","","Deficit","Final"
"26.05.2022 16:00 - 26.05.2022 16:30","160.30","","","","177.18","","","","EUR","Estimated","241","","Deficit","Final"
"26.05.2022 16:30 - 26.05.2022 17:00","146.66","","","","162.10","","","","EUR","Estimated","172","","Deficit","Final"
"26.05.2022 17:00 - 26.05.2022 17:30","153.02","","","","169.12","","","","EUR","Estimated","242","","Deficit","Final"
"26.05.2022 17:30 - 26.05.2022 18:00","176.10","","","","194.64","","","","EUR","Estimated","568","","Deficit","Final"
"26.05.2022 18:00 - 26.05.2022 18:30","196.37","","","","217.05","","","","EUR","Estimated","207","","Deficit","Final"
"26.05.2022 18:30 - 26.05.2022 19:00","163.27","","","","180.45","","","","EUR","Estimated","544","","Deficit","Final"
"26.05.2022 19:00 - 26.05.2022 19:30","173.17","","","","191.39","","","","EUR","Estimated","178","","Deficit","Final"
"26.05.2022 19:30 - 26.05.2022 20:00","181.76","","","","200.90","","","","EUR","Estimated","279","","Deficit","Final"
"26.05.2022 20:00 - 26.05.2022 20:30","192.19","","","","212.42","","","","EUR","Estimated","305","","Deficit","Final"
"26.05.2022 20:30 - 26.05.2022 21:00","189.81","","","","209.79","","","","EUR","Estimated","1","","Deficit","Final"
"26.05.2022 21:00 - 26.05.2022 21:30","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","EUR","N/A","N/A","N/A","N/A","N/A"
"26.05.2022 21:30 - 26.05.2022 22:00","262.24","","","","289.84","","","","EUR","Estimated","39","","Deficit","Final"
"26.05.2022 22:00 - 26.05.2022 22:30","196.80","","","","217.52","","","","EUR","Estimated","6","","Surplus","Final"
"26.05.2022 22:30 - 26.05.2022 23:00","254.89","","","","281.73","","","","EUR","Estimated","472","","Deficit","Final"
"26.05.2022 23:00 - 26.05.2022 23:30","247.60","","","","273.66","","","","EUR","Estimated","143","","Deficit","Final"
"26.05.2022 23:30 - 27.05.2022 00:00","236.80","","","","261.72","","","","EUR","Estimated","111","","Deficit","Final"
"27.05.2022 00:00 - 27.05.2022 00:30","203.16","","","","224.54","","","","EUR","Estimated","31","","Deficit","Final"
"27.05.2022 00:30 - 27.05.2022 01:00","150.72","","","","166.58","","","","EUR","Estimated","559","","Surplus","Final"
"27.05.2022 01:00 - 27.05.2022 01:30","131.64","","","","145.50","","","","EUR","Estimated","80","","Surplus","Final"
"27.05.2022 01:30 - 27.05.2022 02:00","134.35","","","","148.49","","","","EUR","Estimated","138","","Surplus","Final"
"27.05.2022 02:00 - 27.05.2022 02:30","129.08","","","","142.66","","","","EUR","Estimated","160","","Surplus","Final"
"27.05.2022 02:30 - 27.05.2022 03:00","141.18","","","","156.04","","","","EUR","Estimated","226","","Surplus","Final"
"27.05.2022 03:00 - 27.05.2022 03:30","105.86","","","","117.00","","","","EUR","Estimated","99","","Deficit","Final"
"27.05.2022 03:30 - 27.05.2022 04:00","126.92","","","","140.28","","","","EUR","Estimated","85","","Surplus","Final"
"27.05.2022 04:00 - 27.05.2022 04:30","131.73","","","","145.59","","","","EUR","Estimated","326","","Surplus","Final"
"27.05.2022 04:30 - 27.05.2022 05:00","139.17","","","","153.81","","","","EUR","Estimated","429","","Surplus","Final"
"27.05.2022 05:00 - 27.05.2022 05:30","141.31","","","","156.19","","","","EUR","Estimated","388","","Surplus","Final"
"27.05.2022 05:30 - 27.05.2022 06:00","138.85","","","","153.47","","","","EUR","Estimated","444","","Surplus","Final"
"27.05.2022 06:00 - 27.05.2022 06:30","138.84","","","","153.46","","","","EUR","Estimated","521","","Surplus","Final"
"27.05.2022 06:30 - 27.05.2022 07:00","145.87","","","","161.23","","","","EUR","Estimated","490","","Surplus","Final"
"27.05.2022 07:00 - 27.05.2022 07:30","133.54","","","","147.60","","","","EUR","Estimated","493","","Surplus","Final"
"27.05.2022 07:30 - 27.05.2022 08:00","132.25","","","","146.17","","","","EUR","Estimated","375","","Surplus","Final"
"27.05.2022 08:00 - 27.05.2022 08:30","107.16","","","","118.44","","","","EUR","Estimated","302","","Surplus","Final"
"27.05.2022 08:30 - 27.05.2022 09:00","81.33","","","","89.89","","","","EUR","Estimated","197","","Surplus","Final"
"27.05.2022 09:00 - 27.05.2022 09:30","176.02","","","","194.54","","","","EUR","Estimated","341","","Surplus","Final"
"27.05.2022 09:30 - 27.05.2022 10:00","176.02","","","","194.54","","","","EUR","Estimated","382","","Surplus","Final"
"27.05.2022 10:00 - 27.05.2022 10:30","130.68","","","","144.44","","","","EUR","Estimated","421","","Surplus","Final"
